Name,CreatedAt,UpdatedAt,PrimaryLanguage,Releases,PullRequests,Open Issues,Closed Issues,LastRelease,Stars
anime,2016-03-13 21:37:45 +0000 UTC,2022-08-31 10:45:06 +0000 UTC,JavaScript,14,72,171,483,2020-10-12T14:58:40Z,43050
meteor,2012-01-19 01:58:17 +0000 UTC,2022-08-31 09:43:37 +0000 UTC,JavaScript,0,1632,145,8622,No Releases,42979
big-list-of-naughty-strings,2015-08-08 20:57:20 +0000 UTC,2022-08-31 09:55:26 +0000 UTC,Python,0,90,57,30,No Releases,42787
funNLP,2018-08-21 11:20:39 +0000 UTC,2022-08-31 10:07:22 +0000 UTC,Python,0,9,12,39,No Releases,42751
okhttp,2012-07-23 13:42:55 +0000 UTC,2022-08-31 10:34:18 +0000 UTC,Kotlin,0,2927,137,3564,No Releases,42747
kotlin,2012-02-13 17:29:58 +0000 UTC,2022-08-31 10:44:11 +0000 UTC,Kotlin,189,1990,0,0,2022-07-27T13:30:52Z,42494
awesome-flutter,2017-05-07 11:45:27 +0000 UTC,2022-08-31 08:29:34 +0000 UTC,Dart,0,414,0,0,No Releases,42458
learn-regex,2017-07-22 12:21:03 +0000 UTC,2022-08-31 07:33:48 +0000 UTC,,0,124,49,34,No Releases,42457
caddy,2015-01-13 19:45:03 +0000 UTC,2022-08-31 07:04:12 +0000 UTC,Go,96,1411,94,2998,2022-07-12T18:29:16Z,42443
awesome-courses,2014-11-15 18:36:49 +0000 UTC,2022-08-31 10:41:19 +0000 UTC,,0,184,30,34,No Releases,42320
TensorFlow-Examples,2015-11-11 14:21:19 +0000 UTC,2022-08-30 23:15:12 +0000 UTC,Jupyter Notebook,0,88,162,68,No Releases,42182
faceswap,2017-12-19 09:44:13 +0000 UTC,2022-08-31 11:04:52 +0000 UTC,Python,3,343,12,762,2020-08-12T10:19:03Z,42112
cs-video-courses,2016-10-21 17:02:11 +0000 UTC,2022-08-31 10:22:34 +0000 UTC,,0,106,7,74,No Releases,41703
playwright,2019-11-15 18:32:42 +0000 UTC,2022-08-31 11:05:38 +0000 UTC,TypeScript,81,8475,636,6015,2022-08-23T18:36:18Z,41615
alacritty,2016-02-18 05:02:30 +0000 UTC,2022-08-31 11:09:43 +0000 UTC,Rust,71,1457,297,4074,2022-02-20T22:38:16Z,41444
AdminLTE,2013-12-25 02:52:40 +0000 UTC,2022-08-31 08:56:31 +0000 UTC,JavaScript,72,1132,50,2649,2022-02-07T20:33:09Z,41403
architecture-samples,2016-02-05 13:42:07 +0000 UTC,2022-08-31 06:53:17 +0000 UTC,Kotlin,0,194,145,289,No Releases,41392
SecLists,2012-02-19 01:30:18 +0000 UTC,2022-08-31 09:00:35 +0000 UTC,PHP,17,449,24,173,2022-08-02T09:51:13Z,41392
babel,2014-09-28 13:38:23 +0000 UTC,2022-08-30 23:26:49 +0000 UTC,TypeScript,313,4894,644,7595,2022-08-22T15:56:58Z,41294
parcel,2017-08-07 16:36:47 +0000 UTC,2022-08-31 09:08:55 +0000 UTC,JavaScript,21,2009,679,4118,2022-08-03T15:21:33Z,41236
nuxt.js,2016-10-26 11:18:47 +0000 UTC,2022-08-31 09:29:46 +0000 UTC,JavaScript,150,2356,457,6336,2021-08-11T21:10:50Z,41197
etcd,2013-07-06 21:57:21 +0000 UTC,2022-08-31 11:00:14 +0000 UTC,Go,213,6930,168,5734,2022-08-05T21:28:14Z,41009
obs-studio,2013-10-01 02:40:31 +0000 UTC,2022-08-31 10:27:12 +0000 UTC,C,160,3069,521,1828,2022-08-25T01:31:22Z,40948
Ghost,2013-05-04 11:09:13 +0000 UTC,2022-08-31 09:41:38 +0000 UTC,JavaScript,557,6819,27,6370,2022-08-30T15:58:26Z,40935
imgui,2014-07-21 14:29:47 +0000 UTC,2022-08-31 10:06:44 +0000 UTC,C++,79,290,656,3576,2022-06-21T16:11:50Z,40872
build-web-application-with-golang,2012-08-02 11:49:35 +0000 UTC,2022-08-31 11:11:15 +0000 UTC,Go,0,757,108,181,No Releases,40817
yarn,2016-01-19 17:39:16 +0000 UTC,2022-08-31 08:53:06 +0000 UTC,JavaScript,150,1652,1828,4586,2022-05-10T17:48:36Z,40816
gogs,2014-02-12 01:57:08 +0000 UTC,2022-08-31 09:47:17 +0000 UTC,Go,74,1443,792,4134,2022-08-02T03:01:04Z,40794
ML-For-Beginners,2021-03-03 01:34:05 +0000 UTC,2022-08-31 11:16:44 +0000 UTC,Jupyter Notebook,0,336,0,0,No Releases,40719
PayloadsAllTheThings,2016-10-18 07:29:07 +0000 UTC,2022-08-31 11:11:10 +0000 UTC,Python,2,373,0,0,2022-06-30T14:33:35Z,40591
DefinitelyTyped,2012-10-05 16:39:45 +0000 UTC,2022-08-31 11:00:44 +0000 UTC,TypeScript,1,44240,622,7145,2019-09-04T17:44:34Z,40564
retrofit,2010-09-06 21:39:43 +0000 UTC,2022-08-31 10:29:08 +0000 UTC,Java,0,764,139,2457,No Releases,40455
awesome-ios,2014-07-10 16:03:45 +0000 UTC,2022-08-31 10:57:17 +0000 UTC,Swift,0,2163,1,448,No Releases,40391
awesome-scalability,2017-12-27 03:46:40 +0000 UTC,2022-08-31 10:03:50 +0000 UTC,,0,28,0,0,No Releases,40368
v2ray-core,2015-09-04 11:42:53 +0000 UTC,2022-08-31 10:09:39 +0000 UTC,Go,247,202,29,2435,2020-10-09T04:27:55Z,40269
julia,2011-04-21 07:01:50 +0000 UTC,2022-08-31 10:56:14 +0000 UTC,Julia,125,19448,3432,18430,2022-08-17T13:38:22Z,40263
cypress,2015-03-04 00:46:28 +0000 UTC,2022-08-31 08:50:01 +0000 UTC,JavaScript,279,4471,2735,8504,2022-08-30T18:19:17Z,40259
dayjs,2018-04-10 09:26:44 +0000 UTC,2022-08-31 10:26:28 +0000 UTC,JavaScript,111,632,447,719,2022-08-12T12:57:15Z,40085
tldr,2013-12-08 07:34:43 +0000 UTC,2022-08-31 10:56:58 +0000 UTC,Markdown,2,6558,159,799,2021-05-01T19:10:05Z,40065
jest,2013-12-10 00:18:04 +0000 UTC,2022-08-31 10:39:44 +0000 UTC,TypeScript,175,4756,935,6067,2022-08-26T13:34:34Z,39998
pdf.js,2011-04-26 06:32:03 +0000 UTC,2022-08-31 08:53:25 +0000 UTC,JavaScript,44,5853,359,8100,2022-08-28T11:04:11Z,39731
awesome-cpp,2014-07-17 08:51:11 +0000 UTC,2022-08-31 10:49:33 +0000 UTC,,0,496,350,167,No Releases,39720
Projects,2013-07-04 13:37:27 +0000 UTC,2022-08-31 10:35:20 +0000 UTC,,0,19,38,32,No Releases,39667
traefik,2015-09-13 19:04:02 +0000 UTC,2022-08-31 09:33:50 +0000 UTC,Go,371,3521,601,4481,2022-08-12T14:19:31Z,39437
rich,2019-11-10 15:28:09 +0000 UTC,2022-08-31 09:15:49 +0000 UTC,Python,140,608,72,820,2022-07-11T14:34:55Z,39364
git-flight-rules,2014-07-22 20:35:09 +0000 UTC,2022-08-31 09:56:43 +0000 UTC,,0,208,14,52,No Releases,39217
hyper,2016-07-01 06:01:21 +0000 UTC,2022-08-31 10:45:56 +0000 UTC,TypeScript,81,2520,804,2753,2022-08-22T08:12:10Z,39102
nw.js,2012-01-04 06:21:10 +0000 UTC,2022-08-31 11:05:52 +0000 UTC,JavaScript,0,568,902,6203,No Releases,39091
go-ethereum,2013-12-26 13:05:46 +0000 UTC,2022-08-31 11:17:48 +0000 UTC,Go,162,5591,262,6360,2022-08-24T09:09:02Z,39031
x64dbg,2015-04-11 20:48:23 +0000 UTC,2022-08-31 10:21:53 +0000 UTC,C++,3,572,500,1663,2015-10-29T22:47:07Z,38958
vue2-elm,2016-12-23 01:49:20 +0000 UTC,2022-08-31 09:01:29 +0000 UTC,Vue,0,20,97,504,No Releases,38950
algorithm-visualizer,2016-05-15 00:27:45 +0000 UTC,2022-08-31 11:00:42 +0000 UTC,JavaScript,0,182,19,72,No Releases,38902
Ventoy,2020-03-10 15:19:19 +0000 UTC,2022-08-31 10:27:52 +0000 UTC,C,77,131,313,1105,2022-07-28T11:53:28Z,38768
materialize,2014-09-12 19:35:38 +0000 UTC,2022-08-29 21:28:28 +0000 UTC,JavaScript,41,449,623,4584,2018-09-09T22:05:09Z,38711
awesome-wechat-weapp,2016-09-22 20:04:48 +0000 UTC,2022-08-31 11:01:40 +0000 UTC,,0,269,0,0,No Releases,38645
pi-hole,2014-06-08 15:02:55 +0000 UTC,2022-08-31 09:10:17 +0000 UTC,Shell,82,1473,30,2524,2022-07-10T12:52:38Z,38468
100-Days-Of-ML-Code,2018-07-05 09:11:43 +0000 UTC,2022-08-31 10:42:23 +0000 UTC,,0,6,0,0,No Releases,38218
Alamofire,2014-07-31 05:56:19 +0000 UTC,2022-08-31 10:57:16 +0000 UTC,Swift,91,557,31,2610,2022-07-18T02:23:40Z,38205
supabase,2019-10-12 05:56:49 +0000 UTC,2022-08-31 10:40:52 +0000 UTC,TypeScript,19,2662,220,1201,2022-04-04T15:21:55Z,38195
dubbo,2012-06-19 07:56:02 +0000 UTC,2022-08-31 11:01:26 +0000 UTC,Java,54,3406,434,4960,2022-08-17T13:51:59Z,37809
nerd-fonts,2014-12-05 04:31:17 +0000 UTC,2022-08-31 10:59:05 +0000 UTC,CSS,23,191,245,356,2022-08-26T22:19:18Z,37785
pm2,2013-05-21 03:25:25 +0000 UTC,2022-08-31 11:17:12 +0000 UTC,JavaScript,118,530,619,3969,2022-02-17T09:25:38Z,37616
docusaurus,2017-06-20 16:13:53 +0000 UTC,2022-08-31 10:23:42 +0000 UTC,TypeScript,121,4366,190,2164,2022-08-01T07:02:46Z,37460
tabby,2016-12-23 09:06:10 +0000 UTC,2022-08-31 11:05:10 +0000 UTC,TypeScript,162,1274,1024,2527,2022-08-01T09:21:12Z,37429
chinese-poetry,2016-09-02 03:32:25 +0000 UTC,2022-08-31 11:12:14 +0000 UTC,JavaScript,1,121,82,80,2017-05-26T02:54:26Z,37296
pixijs,2013-01-21 22:40:50 +0000 UTC,2022-08-31 09:49:12 +0000 UTC,TypeScript,160,2427,87,4812,2022-08-24T13:43:11Z,37283
styled-components,2016-08-16 06:41:32 +0000 UTC,2022-08-31 05:38:51 +0000 UTC,TypeScript,120,843,108,2469,2022-08-31T05:32:31Z,37277
uni-app,2018-07-12 08:52:39 +0000 UTC,2022-08-31 10:11:00 +0000 UTC,JavaScript,0,203,1014,2483,No Releases,37062
impress.js,2011-12-28 22:23:19 +0000 UTC,2022-08-31 09:54:50 +0000 UTC,JavaScript,15,107,51,407,2022-07-21T18:49:39Z,36915
bat,2018-04-21 10:52:23 +0000 UTC,2022-08-31 10:11:38 +0000 UTC,Rust,36,1007,147,948,2022-05-12T10:12:49Z,36738
github-cheat-sheet,2014-04-12 16:38:42 +0000 UTC,2022-08-31 09:12:05 +0000 UTC,,0,129,10,41,No Releases,36618
mkcert,2018-06-25 05:33:03 +0000 UTC,2022-08-31 09:41:02 +0000 UTC,Go,14,52,74,223,2022-04-26T17:37:25Z,36546
freecodecamp.cn,2016-09-30 03:13:43 +0000 UTC,2022-08-30 19:28:02 +0000 UTC,CSS,0,55,140,445,No Releases,36502
new-pac,2016-03-23 08:43:36 +0000 UTC,2022-08-31 09:59:11 +0000 UTC,,0,0,293,947,No Releases,36410
discourse,2013-01-12 00:25:55 +0000 UTC,2022-08-31 10:58:55 +0000 UTC,Ruby,0,15377,0,0,No Releases,36357
huginn,2013-03-10 06:00:31 +0000 UTC,2022-08-31 08:13:16 +0000 UTC,Ruby,1,923,551,1418,2022-08-18T03:33:32Z,36329
Real-Time-Voice-Cloning,2019-05-26 08:56:15 +0000 UTC,2022-08-31 09:39:36 +0000 UTC,Python,0,48,68,839,No Releases,36292
react,2018-06-02 04:08:16 +0000 UTC,2022-08-31 10:50:31 +0000 UTC,JavaScript,0,291,2,167,No Releases,36136
edex-ui,2017-01-28 09:35:02 +0000 UTC,2022-08-31 06:27:56 +0000 UTC,JavaScript,29,399,6,553,2021-10-18T20:00:17Z,35909
openpilot,2016-11-24 01:33:30 +0000 UTC,2022-08-31 08:28:10 +0000 UTC,Python,47,4967,176,1589,2022-08-23T18:53:12Z,35737
fastlane,2014-12-02 17:00:38 +0000 UTC,2022-08-31 09:01:20 +0000 UTC,Ruby,525,5935,142,12087,2022-08-22T01:44:50Z,35711
PythonDataScienceHandbook,2016-08-10 14:24:36 +0000 UTC,2022-08-31 09:41:04 +0000 UTC,Jupyter Notebook,0,28,95,67,No Releases,35692
MPAndroidChart,2014-04-25 14:29:47 +0000 UTC,2022-08-31 10:18:53 +0000 UTC,Java,44,190,1969,2861,2019-03-16T10:53:42Z,35503
marktext,2017-11-12 16:05:25 +0000 UTC,2022-08-31 10:58:49 +0000 UTC,JavaScript,36,930,829,1548,2022-03-07T16:16:05Z,35492
Leaflet,2010-09-22 16:57:44 +0000 UTC,2022-08-31 11:02:53 +0000 UTC,JavaScript,26,2505,366,4518,2022-04-18T10:41:58Z,35431
trackerslist,2016-04-24 11:57:57 +0000 UTC,2022-08-31 11:13:55 +0000 UTC,,0,1,3,337,No Releases,35426
grpc,2014-12-08 18:58:53 +0000 UTC,2022-08-31 09:18:48 +0000 UTC,C++,207,16218,671,9687,2022-08-29T22:25:26Z,35398
hexo,2012-09-23 15:17:08 +0000 UTC,2022-08-31 08:49:30 +0000 UTC,JavaScript,106,793,73,3728,2022-05-10T20:26:45Z,35311
CppCoreGuidelines,2015-08-19 20:22:52 +0000 UTC,2022-08-31 09:35:33 +0000 UTC,Python,4,731,194,818,2017-06-19T19:25:30Z,35287
clash_for_windows_pkg,2018-10-18 22:59:10 +0000 UTC,2022-08-31 11:13:55 +0000 UTC,,174,4,161,2949,2022-06-19T01:57:59Z,35246
vuetify,2016-09-12 00:39:35 +0000 UTC,2022-08-31 10:45:43 +0000 UTC,TypeScript,435,3074,1020,10077,2022-08-23T21:54:38Z,35141
pandas,2010-08-24 01:37:33 +0000 UTC,2022-08-31 10:47:28 +0000 UTC,Python,87,19630,3377,19549,2022-08-23T17:18:26Z,35055
minio,2015-01-14 19:23:58 +0000 UTC,2022-08-31 09:37:12 +0000 UTC,Go,354,7490,13,6125,2022-08-29T00:09:35Z,35043
sherlock,2018-12-24 14:30:48 +0000 UTC,2022-08-31 10:51:23 +0000 UTC,Python,0,430,79,584,No Releases,35026
front-end-interview-handbook,2018-01-13 19:40:08 +0000 UTC,2022-08-31 09:26:01 +0000 UTC,JavaScript,0,216,17,67,No Releases,35004
frontend-dev-bookmarks,2013-06-22 13:23:55 +0000 UTC,2022-08-31 10:54:28 +0000 UTC,,1,129,18,79,2016-05-15T23:39:14Z,34976
python-patterns,2012-06-06 21:02:35 +0000 UTC,2022-08-31 11:14:15 +0000 UTC,Python,0,260,11,69,No Releases,34930
what-happens-when,2013-11-07 04:30:06 +0000 UTC,2022-08-31 10:38:41 +0000 UTC,,0,108,92,20,No Releases,34892
PowerShell,2016-01-13 23:41:35 +0000 UTC,2022-08-31 09:34:27 +0000 UTC,C#,124,5620,3187,7205,2022-08-11T23:55:03Z,34891
design-patterns-for-humans,2017-02-16 21:24:39 +0000 UTC,2022-08-31 08:59:13 +0000 UTC,,0,48,7,45,No Releases,34873
DeepFaceLab,2018-06-04 13:10:00 +0000 UTC,2022-08-31 11:20:01 +0000 UTC,Python,2,32,439,740,2020-04-08T14:20:57Z,34743
node-v0.x-archive,2009-05-27 16:29:46 +0000 UTC,2022-08-30 19:01:46 +0000 UTC,,0,218,535,5845,No Releases,34649
d2l-zh,2017-08-23 04:40:24 +0000 UTC,2022-08-31 09:39:55 +0000 UTC,Python,15,985,0,0,2022-07-31T22:54:09Z,34595
slate,2013-09-13 22:15:24 +0000 UTC,2022-08-31 00:03:31 +0000 UTC,SCSS,27,282,41,550,2022-04-23T01:30:43Z,34434
rclone,2014-03-16 16:19:57 +0000 UTC,2022-08-31 10:19:47 +0000 UTC,Go,85,1330,728,3820,2022-08-08T17:11:04Z,34405
php-src,2011-06-16 01:52:25 +0000 UTC,2022-08-31 08:10:33 +0000 UTC,C,0,1276,194,568,No Releases,34262
project-layout,2017-09-09 16:33:26 +0000 UTC,2022-08-31 10:56:36 +0000 UTC,Makefile,0,49,63,28,No Releases,34202
ghidra,2019-03-01 03:27:48 +0000 UTC,2022-08-31 10:01:32 +0000 UTC,Java,22,302,1182,2134,2022-07-26T19:12:21Z,34033
interview_internal_reference,2019-06-10 06:54:19 +0000 UTC,2022-08-31 10:09:45 +0000 UTC,Python,0,35,27,18,No Releases,34026
video.js,2010-05-14 18:45:10 +0000 UTC,2022-08-31 09:03:15 +0000 UTC,JavaScript,268,1530,329,4496,2022-07-28T18:50:09Z,33969
terraform,2014-03-13 22:25:48 +0000 UTC,2022-08-31 09:08:26 +0000 UTC,Go,220,10182,1506,17425,2022-08-24T14:14:33Z,33964
fullPage.js,2013-09-20 11:58:29 +0000 UTC,2022-08-31 10:06:45 +0000 UTC,JavaScript,79,286,159,3768,2022-08-07T11:57:25Z,33963
zx,2021-05-05 05:50:01 +0000 UTC,2022-08-31 09:57:00 +0000 UTC,JavaScript,52,98,9,256,2022-08-01T20:35:14Z,33861
ailearning,2017-02-25 08:53:02 +0000 UTC,2022-08-31 08:46:24 +0000 UTC,Python,2,468,2,101,2017-10-09T07:19:36Z,33852
spark,2014-02-25 08:00:08 +0000 UTC,2022-08-31 06:05:04 +0000 UTC,Scala,0,5,0,0,No Releases,33761
brackets,2011-12-07 21:14:40 +0000 UTC,2022-08-30 13:31:38 +0000 UTC,JavaScript,69,4333,2620,7067,2020-03-27T11:03:23Z,33561
hackathon-starter,2013-11-13 17:24:12 +0000 UTC,2022-08-30 14:51:44 +0000 UTC,JavaScript,14,305,3,600,2022-03-26T20:44:45Z,33523
dive,2018-05-13 15:44:01 +0000 UTC,2022-08-31 10:25:57 +0000 UTC,Go,24,115,116,144,2021-03-07T21:40:07Z,33508
quill,2012-07-30 23:23:18 +0000 UTC,2022-08-31 10:26:14 +0000 UTC,JavaScript,82,223,1179,1895,2019-09-09T05:12:27Z,33493
lerna,2015-12-04 09:36:55 +0000 UTC,2022-08-31 10:27:54 +0000 UTC,JavaScript,185,678,374,1906,2022-08-16T18:37:26Z,33458
awesome-java,2014-07-09 10:12:43 +0000 UTC,2022-08-31 10:47:36 +0000 UTC,,0,614,3,110,No Releases,33345
AFNetworking,2011-05-31 21:28:44 +0000 UTC,2022-08-31 11:20:28 +0000 UTC,Objective-C,40,709,78,3059,2020-04-20T02:21:21Z,33331
brew,2016-03-06 05:08:38 +0000 UTC,2022-08-31 09:01:36 +0000 UTC,Ruby,264,8209,34,3601,2022-08-23T05:35:36Z,33232
bun,2021-04-14 00:48:17 +0000 UTC,2022-08-31 11:18:09 +0000 UTC,Zig,53,275,341,371,2022-08-19T07:35:26Z,33219
Motrix,2018-12-18 11:45:05 +0000 UTC,2022-08-31 10:46:40 +0000 UTC,JavaScript,14,144,556,483,2021-05-15T14:30:00Z,33209
shadowsocks,2012-04-20 13:10:49 +0000 UTC,2022-08-31 09:26:24 +0000 UTC,Python,2,70,0,0,2017-01-02T07:11:53Z,33208
Deep-Learning-Papers-Reading-Roadmap,2016-10-14 11:49:48 +0000 UTC,2022-08-31 10:37:50 +0000 UTC,Python,0,28,45,4,No Releases,33166
lottie-android,2016-10-06 22:42:42 +0000 UTC,2022-08-31 08:20:21 +0000 UTC,Java,43,552,31,1436,2022-05-31T00:33:21Z,33152
koa,2013-07-20 18:53:45 +0000 UTC,2022-08-31 07:36:32 +0000 UTC,JavaScript,0,449,27,843,No Releases,33047
esbuild,2016-06-14 16:08:50 +0000 UTC,2022-08-31 11:16:40 +0000 UTC,Go,192,194,280,1885,2022-08-30T00:11:18Z,32999
drawio-desktop,2017-05-25 20:58:42 +0000 UTC,2022-08-31 11:13:48 +0000 UTC,Shell,98,17,155,782,2022-08-04T19:31:18Z,32964
glide,2013-07-08 22:52:33 +0000 UTC,2022-08-31 07:35:23 +0000 UTC,Java,39,407,360,3784,2022-05-04T20:39:28Z,32925
Rocket.Chat,2015-05-19 07:36:09 +0000 UTC,2022-08-31 11:15:17 +0000 UTC,TypeScript,688,8974,2838,11682,2022-08-31T06:01:58Z,32895
deeplearningbook-chinese,2016-12-07 11:46:51 +0000 UTC,2022-08-31 03:46:41 +0000 UTC,TeX,7,16,60,137,2017-03-15T10:31:40Z,32868
ripgrep,2016-03-11 02:02:33 +0000 UTC,2022-08-31 11:06:00 +0000 UTC,Rust,66,437,121,1251,2021-06-12T12:12:24Z,32858
shadowsocks-android,2012-12-16 13:40:29 +0000 UTC,2022-08-31 07:21:05 +0000 UTC,Kotlin,182,243,47,2366,2022-08-28T08:17:47Z,32824
caffe,2013-09-12 18:39:48 +0000 UTC,2022-08-31 07:44:34 +0000 UTC,C++,14,1087,891,3890,2017-04-15T16:17:48Z,32823
kong,2014-11-17 23:56:08 +0000 UTC,2022-08-31 09:24:31 +0000 UTC,Lua,122,3364,273,3650,2022-08-31T09:03:47Z,32816
wrk,2012-03-20 11:12:28 +0000 UTC,2022-08-31 04:12:46 +0000 UTC,C,0,0,116,255,No Releases,32794
ant-design-pro,2017-08-25 10:40:44 +0000 UTC,2022-08-31 08:59:27 +0000 UTC,TypeScript,26,904,90,8564,2022-06-27T04:37:04Z,32769
phaser,2013-04-12 12:27:51 +0000 UTC,2022-08-31 10:09:01 +0000 UTC,JavaScript,124,1502,163,3790,2022-06-07T16:43:11Z,32671
preact,2015-09-11 02:40:18 +0000 UTC,2022-08-31 11:11:18 +0000 UTC,JavaScript,173,1359,133,1420,2022-08-19T17:14:13Z,32665
gulp,2013-07-04 05:26:06 +0000 UTC,2022-08-31 10:21:56 +0000 UTC,JavaScript,22,395,24,1844,2019-05-06T17:23:08Z,32611
clipboard.js,2015-09-18 23:04:55 +0000 UTC,2022-08-31 09:15:22 +0000 UTC,JavaScript,42,111,4,595,2022-05-04T17:51:40Z,32488
kubernetes-the-hard-way,2016-07-07 14:15:27 +0000 UTC,2022-08-31 08:36:43 +0000 UTC,,0,69,76,288,No Releases,32404
og-aws,2016-07-13 17:30:16 +0000 UTC,2022-08-31 04:58:30 +0000 UTC,Shell,0,498,136,86,No Releases,32369
swiper,2012-03-14 19:11:45 +0000 UTC,2022-08-31 10:58:48 +0000 UTC,JavaScript,24,507,226,4317,2022-07-13T10:54:39Z,32362
excalidraw,2020-01-02 01:04:43 +0000 UTC,2022-08-31 11:20:06 +0000 UTC,TypeScript,4,2682,639,1399,2022-07-07T12:56:19Z,32300
core,2018-06-12 13:49:36 +0000 UTC,2022-08-31 10:30:23 +0000 UTC,TypeScript,124,1761,460,2844,2022-08-30T08:02:01Z,32292
immutable-js,2014-07-02 06:02:29 +0000 UTC,2022-08-30 21:30:21 +0000 UTC,TypeScript,62,445,94,1115,2022-05-23T18:56:11Z,32209
tidb,2015-09-06 04:01:52 +0000 UTC,2022-08-31 11:01:07 +0000 UTC,Go,151,20266,2659,9895,2022-08-22T13:28:20Z,32179
material-design-lite,2015-01-14 22:01:33 +0000 UTC,2022-08-30 21:08:42 +0000 UTC,HTML,14,655,363,1809,2016-12-21T13:15:24Z,32084
awesome-react-components,2016-06-24 15:19:33 +0000 UTC,2022-08-31 10:36:16 +0000 UTC,,0,278,1,41,No Releases,32060
gitea,2016-11-01 02:13:26 +0000 UTC,2022-08-31 09:30:41 +0000 UTC,Go,149,9970,1769,7725,2022-08-18T19:36:26Z,32037
bert,2018-10-25 22:57:34 +0000 UTC,2022-08-31 07:25:10 +0000 UTC,Python,0,32,768,347,No Releases,32010
open-source-mac-os-apps,2017-11-03 02:35:33 +0000 UTC,2022-08-31 11:03:56 +0000 UTC,Swift,0,482,36,131,No Releases,31904
sentry,2010-08-30 22:06:41 +0000 UTC,2022-08-31 08:07:40 +0000 UTC,Python,92,29002,441,4992,2022-08-15T17:07:26Z,31862
awesome-react-native,2015-03-26 19:58:06 +0000 UTC,2022-08-31 10:29:55 +0000 UTC,JavaScript,0,912,32,34,No Releases,31852
joplin,2017-01-16 21:49:41 +0000 UTC,2022-08-31 10:17:41 +0000 UTC,TypeScript,266,1410,269,4463,2022-08-18T15:29:00Z,31783
tutorials,2013-04-29 18:26:36 +0000 UTC,2022-08-31 11:03:09 +0000 UTC,Java,0,8694,30,588,No Releases,31735
JavaFamily,2019-11-12 04:26:18 +0000 UTC,2022-08-31 09:42:48 +0000 UTC,,0,2,0,58,No Releases,31693
uBlock,2015-04-01 17:51:11 +0000 UTC,2022-08-31 10:58:25 +0000 UTC,JavaScript,241,198,35,3416,2022-08-23T20:38:28Z,31692
react-use,2018-10-27 10:16:05 +0000 UTC,2022-08-31 10:06:59 +0000 UTC,TypeScript,249,1470,282,221,2022-05-20T12:10:50Z,31615
pure-bash-bible,2018-06-13 01:39:33 +0000 UTC,2022-08-31 10:58:55 +0000 UTC,Shell,0,28,36,30,No Releases,31600
v2rayN,2019-07-30 03:47:24 +0000 UTC,2022-08-31 11:12:12 +0000 UTC,C#,125,57,27,2266,2022-08-18T12:31:03Z,31597
wtfpython,2017-08-28 20:22:19 +0000 UTC,2022-08-31 11:05:56 +0000 UTC,Python,2,91,51,118,2019-12-21T17:08:00Z,31579
json,2013-07-04 08:47:49 +0000 UTC,2022-08-31 10:09:17 +0000 UTC,C++,43,634,23,2009,2022-08-12T13:06:07Z,31558
styleguide,2015-05-20 19:18:59 +0000 UTC,2022-08-31 09:39:51 +0000 UTC,HTML,0,140,184,112,No Releases,31547
taro,2018-04-08 09:32:26 +0000 UTC,2022-08-31 09:31:01 +0000 UTC,TypeScript,130,2252,828,8096,2022-08-23T05:59:24Z,31524
open-source-ios-apps,2015-01-26 23:32:34 +0000 UTC,2022-08-31 08:03:55 +0000 UTC,,37,706,1,239,2022-03-22T18:19:00Z,31511
hiring-without-whiteboards,2017-03-15 05:09:01 +0000 UTC,2022-08-31 11:16:22 +0000 UTC,JavaScript,0,1109,0,0,No Releases,31483
nativefier,2015-07-05 05:56:42 +0000 UTC,2022-08-31 08:57:17 +0000 UTC,TypeScript,92,250,188,949,2022-08-29T01:04:15Z,31472
FFmpeg,2011-04-14 14:12:38 +0000 UTC,2022-08-31 10:50:30 +0000 UTC,C,11,16,0,0,2016-02-15T03:14:57Z,31444
jadx,2013-03-18 17:08:21 +0000 UTC,2022-08-31 10:21:33 +0000 UTC,Java,25,350,250,994,2022-08-19T21:15:04Z,31441
XX-Net,2015-01-15 09:35:51 +0000 UTC,2022-08-31 01:57:24 +0000 UTC,Python,330,359,7829,5229,2022-07-02T03:12:50Z,31343
hello-algorithm,2020-05-29 05:47:09 +0000 UTC,2022-08-31 06:34:14 +0000 UTC,Java,0,25,6,32,No Releases,31296
AndroidUtilCode,2016-07-30 18:18:32 +0000 UTC,2022-08-31 10:48:18 +0000 UTC,Java,116,85,212,1259,2020-10-24T18:33:15Z,31294
tabler,2018-02-01 09:08:59 +0000 UTC,2022-08-31 11:19:52 +0000 UTC,HTML,33,284,59,531,2022-08-05T09:56:51Z,31239
istio,2016-11-18 23:57:21 +0000 UTC,2022-08-31 11:04:00 +0000 UTC,Go,260,18911,440,15847,2022-08-29T18:20:05Z,31194
gold-miner,2015-11-04 03:29:13 +0000 UTC,2022-08-31 09:57:46 +0000 UTC,,0,3503,7,5484,No Releases,31143
sheetjs,2012-12-03 19:25:52 +0000 UTC,2022-08-31 10:42:39 +0000 UTC,JavaScript,0,109,119,2232,No Releases,31143
955.WLB,2019-03-27 23:53:37 +0000 UTC,2022-08-31 08:45:33 +0000 UTC,,0,16,169,69,No Releases,31119
carbon,2017-06-16 02:50:28 +0000 UTC,2022-08-31 09:27:09 +0000 UTC,JavaScript,215,629,20,588,2022-06-13T04:03:21Z,31107
